ClientName, AuctionTitle, City, State, Date, Time, AMPM, TimeZone, @image1, @image2, @image3, @image4, @image-logo
Fischer Auction Co., Inc. - Repo, Bankruptcy & Industrial Auction Center, Rocket Test Fire Facility-ONLINE ONLY, lakeside, CA, 11/12, 10:00, am, PT, ./a0F50000006OKuQEAW/lot1.jpg, ./a0F50000006OKuQEAW/lot2.jpg, ./a0F50000006OKuQEAW/lot3.jpg, ./a0F50000006OKuQEAW/lot4.jpg, ./a0F50000006OKuQEAW/logo.jpg
